ride_id,user_id,start_station_id,end_station_id,start_time,end_time,distance_km
2632,969,19,5,2024-02-27 15:05:00,2024-02-27 15:27:23.039807,4.48
2633,266,12,8,2024-12-09 15:23:00,2024-12-09 15:57:58.262602,6.99
2634,679,5,14,2024-07-29 15:03:00,2024-07-29 15:37:47.701601,6.96
2635,677,8,17,2024-05-03 05:15:00,2024-05-03 06:03:33.388588,9.71
2636,928,4,2,2024-09-19 10:25:00,2024-09-19 10:58:23.885672,6.68
2637,760,11,1,2024-07-26 14:56:00,2024-07-26 15:12:57.267372,3.39
2638,141,23,9,2024-06-18 16:23:00,2024-06-18 16:57:58.071356,6.99
2639,486,4,12,2024-05-24 14:47:00,2024-05-24 15:03:15.132997,3.25
2640,120,14,9,2024-05-05 17:02:00,2024-05-05 17:13:45.243614,2.35
2641,999,11,10,2024-12-20 16:07:00,2024-12-20 16:23:36.272972,3.32
2642,283,18,20,2024-06-04 07:29:00,2024-06-04 07:53:00.172074,4.8
2643,714,18,7,2024-05-24 07:47:00,2024-05-24 08:03:41.931537,3.34
2644,507,21,11,2024-10-02 09:26:00,2024-10-02 09:38:34.432715,2.51
2645,294,4,9,2024-02-26 08:33:00,2024-02-26 09:04:00.896420,6.2
2646,961,23,18,2024-06-27 10:02:00,2024-06-27 10:58:31.163969,11.3
2647,322,5,13,2024-07-07 13:31:00,2024-07-07 14:42:38.891508,14.33
2648,717,13,25,2024-12-06 15:36:00,2024-12-06 16:22:00.765027,9.2
2649,989,11,5,2024-09-22 11:43:00,2024-09-22 12:02:46.876785,3.96
2650,596,24,21,2024-05-24 20:18:00,2024-05-24 20:30:31.827787,2.51
2651,821,23,2,2024-02-04 18:06:00,2024-02-04 18:21:36.261402,3.12
2652,500,7,3,2024-03-15 08:24:00,2024-03-15 08:37:17.977706,2.66
2653,449,22,16,2024-02-23 06:50:00,2024-02-23 07:25:12.054965,7.04
2654,836,5,14,2024-11-05 17:58:00,2024-11-05 18:12:44.004970,2.95
2655,810,25,6,2024-04-24 07:41:00,2024-04-24 08:27:52.751073,9.38
2656,875,20,4,2024-12-01 12:36:00,2024-12-01 13:08:10.311740,6.43
2657,796,23,22,2024-07-03 12:41:00,2024-07-03 12:50:47.201313,1.96
2658,83,5,23,2024-08-10 01:17:00,2024-08-10 01:24:18.081397,1.46
2659,766,20,19,2024-06-18 15:48:00,2024-06-18 16:29:38.278701,8.33
2660,251,7,11,2024-06-19 14:23:00,2024-06-19 14:49:10.466653,5.23
2661,997,6,20,2024-02-24 17:28:00,2024-02-24 17:47:24.890712,3.88
2662,636,23,4,2024-05-03 06:11:00,2024-05-03 07:17:37.026772,13.32
2663,849,11,2,2024-02-03 17:43:00,2024-02-03 17:56:49.893256,2.77
2664,634,20,9,2024-09-12 20:45:00,2024-09-12 21:00:21.890398,3.07
2665,792,22,10,2024-03-20 10:09:00,2024-03-20 10:26:44.990873,3.55
2666,841,15,12,2024-10-14 14:56:00,2024-10-14 15:29:22.499814,6.67
2667,878,7,11,2024-01-27 12:45:00,2024-01-27 13:16:43.201458,6.34
2668,910,12,15,2024-12-29 17:32:00,2024-12-29 17:38:21.285267,1.27
2669,44,9,11,2024-12-22 15:32:00,2024-12-22 15:41:57.598918,1.99
2670,631,1,10,2024-09-01 16:13:00,2024-09-01 16:21:18.109729,1.66
2671,690,1,12,2024-09-18 11:01:00,2024-09-18 11:12:56.310137,2.39
2672,653,25,3,2024-03-31 07:13:00,2024-03-31 07:31:20.440562,3.67
2673,249,18,23,2024-03-05 11:43:00,2024-03-05 12:10:53.822401,5.58
2674,113,24,2,2024-10-13 21:31:00,2024-10-13 22:20:12.809332,9.84
2675,703,5,23,2024-07-24 12:51:00,2024-07-24 13:23:19.349790,6.46
2676,604,3,25,2024-03-18 12:12:00,2024-03-18 12:21:27.784900,1.89
2677,408,15,6,2024-06-10 10:35:00,2024-06-10 10:58:00.584587,4.6
2678,952,22,21,2024-10-15 16:33:00,2024-10-15 17:09:13.947104,7.25
2679,454,11,20,2024-02-05 07:13:00,2024-02-05 07:21:10.195776,1.63
2680,177,18,14,2024-01-22 06:31:00,2024-01-22 06:43:03.066799,2.41
2681,890,24,15,2024-07-21 09:26:00,2024-07-21 10:29:51.894502,12.77
2682,742,6,10,2024-11-25 11:36:00,2024-11-25 11:53:52.410715,3.57
2683,195,11,24,2024-08-07 17:25:00,2024-08-07 18:14:58.881693,10.0
2684,170,10,12,2024-02-27 01:59:00,2024-02-27 02:58:25.208365,11.88
2685,198,25,4,2024-12-14 16:42:00,2024-12-14 17:49:17.407467,13.46
2686,388,9,19,2024-11-07 19:36:00,2024-11-07 19:53:14.343694,3.45
2687,380,1,16,2024-01-16 10:59:00,2024-01-16 11:08:38.979899,1.93
2688,339,17,18,2024-04-27 15:44:00,2024-04-27 16:20:57.326725,7.39
2689,649,19,15,2024-12-29 00:01:00,2024-12-29 00:19:51.941552,3.77
2690,917,9,18,2024-10-15 16:46:00,2024-10-15 16:54:43.234472,1.74
2691,515,2,6,2024-06-30 18:15:00,2024-06-30 18:43:12.153945,5.64
2692,556,8,11,2024-09-12 08:51:00,2024-09-12 09:05:36.608569,2.92
2693,735,2,18,2024-09-07 19:14:00,2024-09-07 19:33:12.344802,3.84
2694,125,25,15,2024-12-16 15:19:00,2024-12-16 15:50:23.117123,6.28
2695,993,21,16,2024-03-21 07:32:00,2024-03-21 08:12:06.898938,8.02
2696,146,4,24,2024-09-09 15:49:00,2024-09-09 16:17:16.139314,5.65
2697,837,13,23,2024-03-22 15:04:00,2024-03-22 15:19:32.084717,3.11
2698,425,3,24,2024-08-25 16:38:00,2024-08-25 17:27:20.633244,9.87
2699,683,2,15,2024-09-05 17:49:00,2024-09-05 18:30:27.726639,8.29
2700,690,20,23,2024-03-30 23:29:00,2024-03-31 00:20:31.941372,10.31
2701,628,18,1,2024-07-20 07:10:00,2024-07-20 07:53:19.583345,8.67
2702,909,24,14,2024-11-18 09:16:00,2024-11-18 09:38:41.768161,4.54
2703,439,20,11,2024-03-11 06:48:00,2024-03-11 07:09:30.383663,4.3
2704,68,9,6,2024-03-10 18:38:00,2024-03-10 19:23:49.427320,9.16
2705,125,5,20,2024-08-31 15:36:00,2024-08-31 16:08:41.149433,6.54
2706,121,2,1,2024-07-22 07:28:00,2024-07-22 08:06:20.316562,7.67
2707,494,14,1,2024-02-19 08:06:00,2024-02-19 08:17:41.872853,2.34
2708,288,18,12,2024-03-18 16:46:00,2024-03-18 17:37:26.702819,10.29
2709,695,13,25,2024-01-12 15:31:00,2024-01-12 16:01:37.144044,6.12
2710,106,6,14,2024-02-24 17:36:00,2024-02-24 18:10:23.785683,6.88
2711,68,14,5,2024-10-24 07:33:00,2024-10-24 07:55:09.187315,4.43
2712,294,23,5,2024-02-12 10:49:00,2024-02-12 11:33:01.204760,8.8
2713,609,24,15,2024-12-25 14:49:00,2024-12-25 15:07:38.787624,3.73
2714,166,14,11,2024-02-27 20:31:00,2024-02-27 21:07:31.884373,7.31
2715,722,24,4,2024-08-11 06:46:00,2024-08-11 06:47:55.437107,0.38
2716,872,22,14,2024-11-28 18:10:00,2024-11-28 18:35:10.858321,5.04
2717,844,5,19,2024-10-01 14:40:00,2024-10-01 15:07:36.080209,5.52
2718,677,2,18,2024-07-25 05:33:00,2024-07-25 05:57:47.671800,4.96
2719,705,14,22,2024-05-25 10:10:00,2024-05-25 10:20:30.147234,2.1
2720,187,6,10,2024-03-11 16:32:00,2024-03-11 16:48:52.923014,3.38
2721,967,1,18,2024-11-28 16:32:00,2024-11-28 16:44:06.591163,2.42
2722,236,16,1,2024-11-21 14:21:00,2024-11-21 15:29:31.320787,13.7
2723,587,25,4,2024-08-02 17:02:00,2024-08-02 17:24:10.846701,4.44
2724,514,6,20,2024-02-12 06:31:00,2024-02-12 06:47:19.956298,3.27
2725,292,19,11,2024-04-15 10:38:00,2024-04-15 11:03:24.453597,5.08
2726,879,24,1,2024-10-25 12:02:00,2024-10-25 12:22:01.761878,4.01
2727,985,23,19,2024-07-23 08:11:00,2024-07-23 08:27:10.753429,3.24
2728,567,5,23,2024-12-11 16:32:00,2024-12-11 17:07:51.854324,7.17
2729,299,20,10,2024-03-31 07:20:00,2024-03-31 07:59:17.784061,7.86
2730,48,23,25,2024-10-17 06:48:00,2024-10-17 07:50:43.779546,12.55
2731,789,7,17,2024-10-11 23:29:00,2024-10-11 23:31:13.995502,0.45
2732,151,21,5,2024-05-27 11:28:00,2024-05-27 12:10:09.632840,8.43
2733,479,12,2,2024-08-18 08:33:00,2024-08-18 08:52:24.608509,3.88
2734,554,24,25,2024-01-16 17:01:00,2024-01-16 17:09:22.099841,1.67
2735,527,22,9,2024-08-26 11:13:00,2024-08-26 11:20:34.597530,1.52
2736,879,15,20,2024-01-17 20:26:00,2024-01-17 21:22:32.592211,11.31
2737,669,22,6,2024-01-10 09:30:00,2024-01-10 10:12:40.133333,8.53
2738,325,19,8,2024-09-30 15:13:00,2024-09-30 15:57:54.810170,8.98
2739,854,3,9,2024-01-07 23:46:00,2024-01-08 00:17:17.843002,6.26
2740,132,8,12,2024-09-28 16:30:00,2024-09-28 16:45:17.790930,3.06
2741,234,6,20,2024-08-02 08:19:00,2024-08-02 09:03:06.723785,8.82
2742,380,25,13,2024-06-28 06:31:00,2024-06-28 06:44:15.170722,2.65
2743,526,12,8,2024-02-02 11:47:00,2024-02-02 12:48:08.293269,12.23
2744,522,23,7,2024-03-22 12:13:00,2024-03-22 13:13:39.458760,12.13
2745,199,3,18,2024-10-06 21:32:00,2024-10-06 21:49:38.118572,3.53
2746,798,8,6,2024-08-17 08:43:00,2024-08-17 08:58:19.265961,3.06
2747,431,12,19,2024-12-30 15:46:00,2024-12-30 15:59:27.613189,2.69
2748,636,24,5,2024-02-14 17:11:00,2024-02-14 17:50:49.652528,7.97
2749,581,16,4,2024-07-05 06:16:00,2024-07-05 06:34:29.310202,3.7
2750,142,14,22,2024-10-02 09:29:00,2024-10-02 09:44:53.022446,3.18
2751,19,13,17,2024-09-25 21:35:00,2024-09-25 22:12:55.144158,7.58
2752,674,21,7,2024-10-26 06:34:00,2024-10-26 06:53:27.482439,3.89
2753,528,16,16,2024-04-22 16:42:00,2024-04-22 16:59:01.109499,3.4
2754,596,24,16,2024-11-22 17:28:00,2024-11-22 17:42:07.809633,2.83
2755,48,15,18,2024-06-27 15:47:00,2024-06-27 16:27:01.057272,8.0
2756,393,21,8,2024-07-01 16:19:00,2024-07-01 17:10:32.564505,10.31
2757,754,13,3,2024-02-29 02:40:00,2024-02-29 03:28:07.318981,9.62
2758,598,15,20,2024-11-04 15:46:00,2024-11-04 16:33:06.590972,9.42
2759,102,22,9,2024-12-04 07:48:00,2024-12-04 07:55:10.146590,1.43
2760,122,9,3,2024-12-05 15:13:00,2024-12-05 15:59:06.276069,9.22
2761,600,18,4,2024-02-26 10:50:00,2024-02-26 11:13:10.195903,4.63
2762,65,3,14,2024-03-08 09:49:00,2024-03-08 10:29:38.674392,8.13
2763,451,19,8,2024-06-30 15:19:00,2024-06-30 15:58:03.277847,7.81
2764,60,2,14,2024-11-20 16:10:00,2024-11-20 16:22:54.985374,2.58
2765,462,20,5,2024-10-05 10:40:00,2024-10-05 11:25:52.522134,9.18
2766,132,9,6,2024-06-24 17:04:00,2024-06-24 17:48:35.319808,8.92
2767,862,6,21,2024-03-24 16:02:00,2024-03-24 16:13:43.152453,2.34
2768,84,22,13,2024-06-25 05:51:00,2024-06-25 06:06:49.191618,3.16
2769,192,18,17,2024-08-11 10:32:00,2024-08-11 10:50:18.785558,3.66
2770,912,18,14,2024-12-19 14:09:00,2024-12-19 14:54:32.831604,9.11
2771,72,23,23,2024-09-27 16:24:00,2024-09-27 17:11:17.034869,9.46
2772,144,23,8,2024-10-25 16:01:00,2024-10-25 16:09:28.846698,1.7
2773,670,1,14,2024-06-16 16:36:00,2024-06-16 17:09:48.049445,6.76
2774,438,16,18,2024-01-22 16:42:00,2024-01-22 17:24:40.747416,8.54
2775,216,21,9,2024-10-11 06:56:00,2024-10-11 07:15:55.248540,3.98
2776,115,10,25,2024-08-16 17:59:00,2024-08-16 18:25:15.440595,5.25
2777,285,14,3,2024-09-14 06:39:00,2024-09-14 06:56:58.794260,3.6
2778,844,20,9,2024-01-02 17:00:00,2024-01-02 17:27:21.708128,5.47
2779,988,18,5,2024-03-07 16:17:00,2024-03-07 16:30:02.490075,2.61
2780,371,18,19,2024-06-24 14:54:00,2024-06-24 15:05:03.173621,2.21
2781,642,20,15,2024-05-06 14:57:00,2024-05-06 15:49:50.147247,10.57
2782,407,21,21,2024-01-11 03:18:00,2024-01-11 03:59:11.416130,8.24
2783,878,20,18,2024-04-12 18:55:00,2024-04-12 19:17:31.681675,4.51
2784,470,11,12,2024-06-29 15:21:00,2024-06-29 15:26:08.576210,1.03
2785,267,20,24,2024-04-21 05:26:00,2024-04-21 06:12:58.719418,9.4
2786,275,15,10,2024-06-08 01:23:00,2024-06-08 01:38:01.355136,3.0
2787,240,23,1,2024-06-12 16:21:00,2024-06-12 16:51:14.240984,6.05
2788,552,8,2,2024-06-05 18:17:00,2024-06-05 18:18:16.014587,0.25
2789,94,5,2,2024-12-02 13:49:00,2024-12-02 14:06:25.942224,3.49
2790,829,5,9,2024-12-01 11:24:00,2024-12-01 11:35:48.288609,2.36
2791,121,18,14,2024-06-26 15:26:00,2024-06-26 16:12:13.219114,9.24
2792,868,11,15,2024-10-17 09:19:00,2024-10-17 10:26:05.885322,13.42
2793,691,5,9,2024-12-23 19:30:00,2024-12-23 20:02:40.192658,6.53
2794,869,1,24,2024-11-11 15:18:00,2024-11-11 15:43:00.675749,5.0
2795,144,12,17,2024-06-04 06:04:00,2024-06-04 06:24:42.868409,4.14
2796,131,7,19,2024-06-07 10:43:00,2024-06-07 11:34:31.833556,10.31
2797,62,4,3,2024-09-15 14:51:00,2024-09-15 14:57:11.834859,1.24
2798,949,21,12,2024-10-12 12:17:00,2024-10-12 12:36:00.298803,3.8
2799,300,21,5,2024-05-08 06:00:00,2024-05-08 06:44:25.051145,8.88
2800,268,18,12,2024-06-01 04:11:00,2024-06-01 04:59:54.411312,9.78
2801,719,16,11,2024-07-22 15:22:00,2024-07-22 16:03:32.183177,8.31
2802,292,11,5,2024-08-09 06:20:00,2024-08-09 07:15:00.821435,11.0
2803,166,15,19,2024-10-28 07:44:00,2024-10-28 08:08:15.987429,4.85
2804,17,25,8,2024-12-30 10:30:00,2024-12-30 10:47:18.041545,3.46
2805,611,8,23,2024-10-05 14:51:00,2024-10-05 15:27:24.493189,7.28
2806,240,9,1,2024-10-09 11:23:00,2024-10-09 12:00:30.451210,7.5
2807,497,6,1,2024-01-06 15:03:00,2024-01-06 15:27:16.855513,4.86
2808,984,9,5,2024-09-28 08:52:00,2024-09-28 09:22:12.279790,6.04
2809,667,14,20,2024-06-16 09:36:00,2024-06-16 10:42:15.228369,13.25
2810,37,12,3,2024-12-18 14:08:00,2024-12-18 14:35:06.131305,5.42
2811,329,18,20,2024-02-25 14:38:00,2024-02-25 14:59:33.648170,4.31
2812,150,13,9,2024-12-14 13:33:00,2024-12-14 13:51:45.668351,3.75
2813,399,12,3,2024-10-26 15:39:00,2024-10-26 15:51:21.518790,2.47
2814,816,24,7,2024-01-14 21:59:00,2024-01-14 22:48:39.167705,9.93
2815,749,14,18,2024-11-23 15:39:00,2024-11-23 15:46:22.124321,1.47
2816,192,23,16,2024-06-08 08:05:00,2024-06-08 08:08:49.620126,0.77
2817,518,19,14,2024-04-17 17:42:00,2024-04-17 18:10:39.016966,5.73
2818,784,24,11,2024-10-15 05:09:00,2024-10-15 05:52:19.538419,8.67
2819,632,22,6,2024-02-18 18:57:00,2024-02-18 19:13:19.464799,3.26
2820,125,13,6,2024-11-29 14:50:00,2024-11-29 15:12:03.663523,4.41
2821,934,3,11,2024-02-24 21:34:00,2024-02-24 22:16:24.831901,8.48
2822,560,16,18,2024-08-28 06:51:00,2024-08-28 07:34:41.935388,8.74
2823,380,15,6,2024-01-25 12:01:00,2024-01-25 12:10:54.591669,1.98
2824,9,8,25,2024-12-25 17:49:00,2024-12-25 18:16:27.030229,5.49
2825,925,7,12,2024-08-13 03:39:00,2024-08-13 04:00:51.795261,4.37
2826,443,23,5,2024-03-07 11:00:00,2024-03-07 11:04:06.472789,0.82
2827,1,10,3,2024-04-21 12:54:00,2024-04-21 13:36:34.500943,8.52
2828,897,13,7,2024-05-22 09:18:00,2024-05-22 10:05:39.457058,9.53
2829,141,19,18,2024-06-01 13:02:00,2024-06-01 13:37:04.209880,7.01
2830,23,20,10,2024-05-14 19:49:00,2024-05-14 20:03:18.756172,2.86
2831,183,20,22,2024-05-20 13:15:00,2024-05-20 13:24:29.942875,1.9
2832,278,13,13,2024-02-28 13:57:00,2024-02-28 14:24:51.304811,5.57
2833,951,23,5,2024-08-20 15:36:00,2024-08-20 16:22:24.616120,9.28
2834,855,13,10,2024-02-22 14:56:00,2024-02-22 15:08:41.076695,2.54
2835,914,11,9,2024-08-22 15:14:00,2024-08-22 16:02:20.734928,9.67
2836,492,15,5,2024-11-02 16:42:00,2024-11-02 17:22:50.346552,8.17
2837,547,12,19,2024-06-28 07:22:00,2024-06-28 07:43:53.440856,4.38
2838,435,21,7,2024-01-20 07:29:00,2024-01-20 07:54:05.045281,5.02
2839,546,15,6,2024-07-20 21:47:00,2024-07-20 22:04:48.689089,3.56
2840,219,4,4,2024-08-08 19:41:00,2024-08-08 19:53:38.314776,2.53
2841,523,19,16,2024-09-04 22:04:00,2024-09-04 22:46:42.671856,8.54
2842,44,15,9,2024-07-09 05:25:00,2024-07-09 05:28:03.839329,0.61
2843,499,12,4,2024-11-03 16:04:00,2024-11-03 16:33:13.929646,5.85
2844,29,2,25,2024-02-19 18:25:00,2024-02-19 18:39:37.291213,2.92
2845,719,13,10,2024-09-03 20:54:00,2024-09-03 21:25:57.880968,6.39
2846,683,18,24,2024-05-30 17:13:00,2024-05-30 17:49:27.667366,7.29
2847,472,18,23,2024-04-09 07:53:00,2024-04-09 08:23:15.843204,6.05
2848,548,12,3,2024-12-20 10:27:00,2024-12-20 10:50:54.042359,4.78
2849,623,21,21,2024-10-13 08:12:00,2024-10-13 08:49:19.571144,7.47
2850,183,10,23,2024-03-27 11:19:00,2024-03-27 11:59:23.945387,8.08
2851,735,7,14,2024-06-09 09:42:00,2024-06-09 10:14:45.637307,6.55
2852,903,4,1,2024-01-03 16:56:00,2024-01-03 17:32:38.567356,7.33
2853,554,10,18,2024-07-24 08:03:00,2024-07-24 08:59:28.431299,11.29
2854,864,18,21,2024-10-13 11:12:00,2024-10-13 12:20:58.749434,13.8
2855,828,7,24,2024-01-31 08:45:00,2024-01-31 09:05:10.582833,4.04
2856,328,14,24,2024-01-13 16:23:00,2024-01-13 16:43:08.817296,4.03
2857,335,22,16,2024-06-28 14:30:00,2024-06-28 14:59:31.530538,5.91
2858,828,3,17,2024-07-08 01:08:00,2024-07-08 01:55:23.181910,9.48
2859,172,16,23,2024-10-24 16:39:00,2024-10-24 16:52:13.230599,2.64
2860,403,18,2,2024-08-12 16:19:00,2024-08-12 17:09:36.284139,10.12
2861,510,10,15,2024-02-15 17:31:00,2024-02-15 17:59:28.362084,5.69
2862,513,15,21,2024-06-04 07:08:00,2024-06-04 07:43:24.109577,7.08
2863,546,18,8,2024-04-23 15:21:00,2024-04-23 15:44:49.356322,4.76
2864,942,9,17,2024-02-19 12:15:00,2024-02-19 12:31:19.746839,3.27
2865,6,16,9,2024-09-26 10:23:00,2024-09-26 11:12:18.258348,9.86
2866,737,6,17,2024-07-11 08:15:00,2024-07-11 08:28:08.703067,2.63
2867,373,21,3,2024-03-07 16:07:00,2024-03-07 16:32:13.916256,5.05
2868,27,19,25,2024-04-26 15:23:00,2024-04-26 15:39:10.368557,3.23
2869,62,19,13,2024-11-23 08:24:00,2024-11-23 08:36:25.457492,2.48
2870,394,12,19,2024-10-21 09:27:00,2024-10-21 10:09:41.717778,8.54
2871,435,15,22,2024-08-24 14:05:00,2024-08-24 15:06:45.961943,12.35
2872,666,8,21,2024-04-05 06:51:00,2024-04-05 07:40:15.286649,9.85
2873,378,2,18,2024-05-21 17:07:00,2024-05-21 18:06:54.536149,11.98
2874,934,8,25,2024-09-18 05:02:00,2024-09-18 05:13:13.742530,2.25
2875,885,20,7,2024-09-10 17:40:00,2024-09-10 18:19:46.551519,7.96
2876,380,6,17,2024-04-15 07:17:00,2024-04-15 07:24:40.765613,1.54
2877,185,14,21,2024-02-10 08:21:00,2024-02-10 09:04:28.005747,8.69
2878,139,1,2,2024-01-21 12:16:00,2024-01-21 12:22:29.826094,1.3
2879,46,12,9,2024-03-08 17:32:00,2024-03-08 18:18:02.346497,9.21
2880,850,3,9,2024-02-12 18:14:00,2024-02-12 18:29:58.063292,3.19
2881,349,2,4,2024-04-05 23:10:00,2024-04-05 23:27:58.093764,3.59
2882,66,4,1,2024-10-20 07:11:00,2024-10-20 07:22:33.053643,2.31
2883,559,14,23,2024-07-03 07:52:00,2024-07-03 08:19:35.430501,5.52
2884,903,24,15,2024-05-30 07:04:00,2024-05-30 07:36:02.764011,6.41
2885,525,18,13,2024-12-27 13:12:00,2024-12-27 13:17:13.135235,1.04
2886,440,1,12,2024-08-15 16:48:00,2024-08-15 17:01:20.410311,2.67
2887,156,20,24,2024-02-22 20:54:00,2024-02-22 21:00:20.911153,1.27
2888,132,25,24,2024-01-08 15:44:00,2024-01-08 16:00:34.849154,3.32
2889,518,22,12,2024-06-11 00:50:00,2024-06-11 01:21:59.114768,6.4
2890,477,13,19,2024-04-09 06:45:00,2024-04-09 07:19:11.993135,6.84
2891,270,5,5,2024-04-11 06:12:00,2024-04-11 06:32:48.073284,4.16
2892,126,11,24,2024-07-10 14:59:00,2024-07-10 15:16:42.096092,3.54
2893,253,13,14,2024-10-10 16:37:00,2024-10-10 17:25:21.721730,9.67
2894,115,10,15,2024-11-03 09:33:00,2024-11-03 10:16:42.379463,8.74
2895,90,1,2,2024-08-17 15:44:00,2024-08-17 16:30:41.337650,9.34
2896,850,4,22,2024-11-25 12:14:00,2024-11-25 12:26:59.713748,2.6
2897,118,14,22,2024-08-20 15:31:00,2024-08-20 16:10:46.861910,7.96
2898,672,3,24,2024-04-15 18:26:00,2024-04-15 19:18:24.771919,10.48
2899,427,1,2,2024-09-10 13:44:00,2024-09-10 13:53:41.936817,1.94
2900,504,11,1,2024-12-17 15:30:00,2024-12-17 16:18:41.065486,9.74
2901,397,5,14,2024-02-08 19:21:00,2024-02-08 20:10:48.559671,9.96
2902,295,25,24,2024-12-04 07:38:00,2024-12-04 07:52:20.225845,2.87
2903,230,4,7,2024-06-25 15:37:00,2024-06-25 16:13:02.208549,7.21
2904,498,3,6,2024-07-03 15:42:00,2024-07-03 15:53:21.137917,2.27
2905,8,14,9,2024-03-11 14:57:00,2024-03-11 15:14:49.079714,3.56
2906,263,8,4,2024-09-02 19:43:00,2024-09-02 20:32:32.721249,9.91
2907,436,11,21,2024-05-01 14:11:00,2024-05-01 15:01:24.996153,10.08
2908,487,25,21,2024-08-11 16:37:00,2024-08-11 17:17:30.938567,8.1
2909,872,17,3,2024-02-28 09:02:00,2024-02-28 09:52:16.455854,10.05
2910,83,1,24,2024-12-06 19:40:00,2024-12-06 19:53:45.862370,2.75
2911,788,24,9,2024-11-30 16:46:00,2024-11-30 17:01:25.396974,3.08
2912,793,25,25,2024-12-19 15:59:00,2024-12-19 16:54:51.402941,11.17
2913,157,16,18,2024-07-11 07:21:00,2024-07-11 07:43:00.692834,4.4
2914,634,10,21,2024-07-02 15:32:00,2024-07-02 15:52:42.450279,4.14
2915,90,16,9,2024-02-04 16:44:00,2024-02-04 17:05:05.868174,4.22
2916,988,5,16,2024-10-19 07:21:00,2024-10-19 07:56:23.243259,7.08
2917,304,9,5,2024-02-09 21:23:00,2024-02-09 22:03:52.649047,8.18
2918,188,7,16,2024-04-23 06:00:00,2024-04-23 06:07:58.349087,1.59
2919,865,6,12,2024-01-24 04:19:00,2024-01-24 05:20:46.490243,12.35
2920,555,12,22,2024-10-21 07:11:00,2024-10-21 07:58:03.438248,9.41
2921,694,7,20,2024-08-24 16:24:00,2024-08-24 17:00:10.358155,7.23
2922,140,7,25,2024-07-16 15:42:00,2024-07-16 16:25:20.018375,8.67
2923,142,19,19,2024-04-26 06:45:00,2024-04-26 06:58:06.613653,2.62
2924,363,19,25,2024-07-17 17:35:00,2024-07-17 18:20:18.371228,9.06
2925,32,18,1,2024-07-24 02:40:00,2024-07-24 03:20:14.602547,8.05
2926,51,4,16,2024-10-03 09:04:00,2024-10-03 09:42:53.899693,7.78
2927,719,8,5,2024-09-05 10:19:00,2024-09-05 11:10:37.008532,10.32
2928,193,14,12,2024-12-19 04:28:00,2024-12-19 05:00:30.249456,6.5
2929,879,5,23,2024-10-06 10:52:00,2024-10-06 11:31:56.029115,7.99
2930,80,21,16,2024-01-04 16:44:00,2024-01-04 17:03:40.940100,3.94
2931,966,4,9,2024-08-19 05:26:00,2024-08-19 05:41:16.780842,3.06
2932,438,10,17,2024-06-17 16:09:00,2024-06-17 16:55:05.251748,9.22
2933,877,11,11,2024-04-09 06:00:00,2024-04-09 06:16:41.120175,3.34
2934,256,6,13,2024-07-24 11:57:00,2024-07-24 12:30:16.944757,6.66
2935,790,17,1,2024-07-25 19:39:00,2024-07-25 20:10:31.059580,6.3
2936,978,10,16,2024-08-02 22:02:00,2024-08-02 22:44:57.136597,8.59
2937,114,9,23,2024-07-28 15:46:00,2024-07-28 16:43:21.901086,11.47
2938,409,23,2,2024-02-15 15:26:00,2024-02-15 15:34:27.730932,1.69
2939,169,20,16,2024-05-17 07:37:00,2024-05-17 08:17:14.665867,8.05
2940,124,12,9,2024-03-10 17:32:00,2024-03-10 17:55:52.468918,4.77
2941,55,16,20,2024-02-26 07:01:00,2024-02-26 07:15:50.759955,2.97
2942,674,23,15,2024-01-24 21:23:00,2024-01-24 21:53:38.391980,6.13
2943,978,7,25,2024-06-27 17:00:00,2024-06-27 17:51:00.436570,10.2
2944,933,2,24,2024-02-22 14:37:00,2024-02-22 15:02:40.060523,5.13
2945,851,12,15,2024-04-16 07:18:00,2024-04-16 07:59:07.814492,8.23
2946,882,7,6,2024-08-22 15:31:00,2024-08-22 15:45:26.311638,2.89
2947,105,17,14,2024-07-07 04:30:00,2024-07-07 04:45:20.335829,3.07
2948,460,22,24,2024-05-23 05:48:00,2024-05-23 05:58:15.006545,2.05
2949,946,25,10,2024-06-07 09:29:00,2024-06-07 09:42:47.026820,2.76
2950,529,7,9,2024-08-19 12:54:00,2024-08-19 13:15:08.962725,4.23
2951,619,13,22,2024-11-15 18:54:00,2024-11-15 19:23:44.326284,5.95
2952,211,19,14,2024-04-19 15:54:00,2024-04-19 16:08:17.391368,2.86
2953,928,7,21,2024-07-17 15:28:00,2024-07-17 16:05:16.481830,7.45
2954,360,23,10,2024-05-02 05:46:00,2024-05-02 06:01:05.440750,3.02
2955,520,1,25,2024-08-13 08:04:00,2024-08-13 08:40:38.776515,7.33
2956,45,22,10,2024-02-14 00:41:00,2024-02-14 01:38:30.663792,11.5
2957,85,3,22,2024-06-01 08:57:00,2024-06-01 09:05:14.664572,1.65
2958,620,2,4,2024-08-01 16:43:00,2024-08-01 16:51:04.562353,1.62
2959,892,4,4,2024-07-08 05:10:00,2024-07-08 05:34:58.868864,5.0
2960,927,7,4,2024-08-24 14:57:00,2024-08-24 15:11:36.707879,2.92
2961,468,6,14,2024-10-20 06:32:00,2024-10-20 07:11:04.246473,7.81
2962,725,25,4,2024-04-20 04:31:00,2024-04-20 04:41:41.108959,2.14
2963,707,15,11,2024-03-21 07:33:00,2024-03-21 07:51:20.374949,3.67
